"Owner.Sales.Role.Region","Is.Deal.Registration","Billing.Country","Cloud.Data.Platform","Cloud.Provider","Stage","Opportunity.Record.Type","Plan.Type","Lead.Source","Opportunity.ARR","Amount..ACV..Currency","Amount..ACV.","Created.Date","Close.Date","Age","Days.in.Free.Trial","Days.in.Current.Stage","Free.Trial.","Trial.End.Date","Loss.Reason","Opportunity.Source","year"
"EAE - NA East",0,"United States","Snowflake","AWS","7 - Closed Lost","New Logo","","Paid",NA,"",NA,"11/12/2021","3/22/2022",130,NA,58,0,"","Change in Project Scope","Inbound SDR/Marketing","2021"
"EAE - NA East",0,"United States","Snowflake","AWS","7 - Closed Lost","New Logo","","Paid",NA,"",NA,"10/5/2021","2/15/2022",133,NA,93,0,"","Unable to contact","Inbound SDR/Marketing","2021"
"CAE - North America",1,"United States","Snowflake","","7 - Closed Lost","Snowflake on AWS Opportunity","","Consulting Partner",0,"USD",15000,"6/11/2021","10/12/2021",123,111,101,1,"7/1/2021","Unable to contact","Partner","2021"
"CAE - RoW",0,"Sweden","","","7 - Closed Lost","New Logo","","Sales Prospecting",NA,"",NA,"10/28/2021","3/31/2022",154,NA,49,0,"","Unable to contact","Sales","2021"
"Other",0,"United States","","","7 - Closed Lost","Unspecified Opportunity","","Sales Prospecting",NA,"",NA,"2/7/2022","4/8/2022",60,NA,41,0,"","Lost Champion","Outbound SDR","2022"
"EAE - NA East",0,"United States","Evaluating CDP","Azure","7 - Closed Lost","New Logo","Contract","Sales Prospecting",NA,"USD",35000,"2/23/2022","4/25/2022",61,NA,24,0,"","Unable to contact","Outbound SDR","2022"
"EAE - RoW EMEA/APAC",0,"Belgium","","","7 - Closed Lost","Synapse Opportunity","","Organic",NA,"USD",40000,"1/19/2021","9/16/2021",240,NA,101,0,"","Unable to contact","Outbound SDR","2021"
"CAE - RoW",0,"India","Snowflake","AWS","7 - Closed Lost","Snowflake on AWS Opportunity","","Organic",NA,"USD",30000,"10/18/2021","12/22/2021",65,NA,101,0,"","Unable to contact","Inbound SDR/Marketing","2021"
"CAE - RoW",0,"United Kingdom","Snowflake","","8 - Closed Won","Snowflake on AWS Opportunity","PayGo","Organic",58645,"USD",35000,"11/2/2021","1/21/2022",80,14,101,1,"11/30/2021","","Inbound SDR/Marketing","2021"
"EAE - NA West",1,"United States","Snowflake","AWS","1 - Identified","New Logo","","Consulting Partner",NA,"USD",30000,"2/16/2022","9/23/2022",92,NA,NA,0,"","","Partner","2022"
"EAE - NA Central",0,"United States","Snowflake","","7 - Closed Lost","Unspecified Opportunity","","Paid",NA,"",NA,"2/1/2021","3/11/2021",38,NA,101,0,"","Change in Project Scope","Inbound SDR/Marketing","2021"
"EAE - RoW UK",0,"United Kingdom","Databricks","","7 - Closed Lost","New Logo","","Sales Prospecting",NA,"",NA,"10/6/2021","3/29/2022",174,NA,51,0,"","Change in Project Scope","Sales","2021"
"EAE - NA West",0,"United States","Snowflake","","7 - Closed Lost","Snowflake on AWS Opportunity","","Sales Prospecting",NA,"",NA,"10/9/2021","10/9/2021",0,NA,101,0,"","Timing","Outbound SDR","2021"
"CAE - RoW",0,"United States","Snowflake","","8 - Closed Won","Snowflake on Azure Opportunity","Contract","Techno-company Data Loader",9134,"USD",9134,"12/8/2021","1/26/2022",49,21,101,1,"12/25/2021","","Inbound SDR/Marketing","2021"
"EAE - RoW UK",1,"United Kingdom","Snowflake","","7 - Closed Lost","New Logo","","Consulting Partner",NA,"USD",50000,"1/11/2022","3/29/2022",77,NA,51,0,"","Unable to contact","Partner","2022"
"CAE - NA Central",0,"United States","","","7 - Closed Lost","Snowflake on AWS Opportunity","","Sales Prospecting",NA,"USD",10000,"9/24/2021","1/24/2022",122,NA,101,0,"","Unable to contact","Sales","2021"
"EAE - NA West",0,"United States","Snowflake","","3 - Champion Confirmed","Services","Contract","Sales Prospecting",NA,"",NA,"8/14/2021","5/27/2022",278,NA,101,0,"","","Sales","2021"
"EAE - NA Central",0,"United States","","","7 - Closed Lost","Snowflake on AWS Opportunity","","Sales Prospecting",NA,"USD",23000,"10/26/2021","1/7/2022",73,NA,101,0,"","Change in Project Scope","Outbound SDR","2021"
"EAE - NA East",0,"United States","BigQuery","","7 - Closed Lost","Snowflake on GCP Opportunity","","Paid",NA,"",NA,"10/25/2021","1/4/2022",71,NA,101,0,"","Unable to contact","Inbound SDR/Marketing","2021"
"EAE - RoW UK",1,"United Kingdom","Evaluating CDP","Azure","7 - Closed Lost","New Logo","","Organic",NA,"USD",35000,"1/7/2022","4/22/2022",105,NA,27,0,"","Technical Issues","Inbound SDR/Marketing","2022"
"EAE - NA West",1,"United States","Snowflake","","7 - Closed Lost","Snowflake on Azure Opportunity","","List Import",NA,"USD",66600,"4/26/2021","1/21/2022",270,NA,101,0,"","Org Structure Changes","Inbound SDR/Marketing","2021"
"EAE - NA East",0,"United States","Snowflake","","8 - Closed Won","Snowflake on AWS Opportunity","Contract","Paid",51779,"USD",51000,"9/24/2021","11/12/2021",49,NA,101,1,"11/12/2021","","Inbound SDR/Marketing","2021"
"EAE - NA East",0,"United States","Snowflake","AWS","1 - Identified","New Logo","","Sales Prospecting",NA,"USD",35000,"8/19/2021","9/15/2022",273,NA,101,0,"","","Outbound SDR","2021"
"EAE - RoW UK",0,"United Kingdom","Databricks","","7 - Closed Lost","New Logo","","Consulting Partner",NA,"USD",35000,"10/29/2021","2/15/2022",109,NA,93,0,"","Unable to contact","Sales","2021"
"EAE - RoW UK",0,"United Kingdom","Evaluating CDP","","7 - Closed Lost","New Logo","","Sales Prospecting",NA,"",NA,"11/29/2021","2/15/2022",78,NA,93,0,"","Timing","Outbound SDR","2021"
"EAE - NA East",0,"United States","Redshift","","1 - Identified","New Logo","","Event",NA,"USD",30000,"1/21/2022","12/1/2022",118,NA,101,0,"","","Inbound SDR/Marketing","2022"
"EAE - NA East",0,"United States","Snowflake","AWS","1 - Identified","New Logo","","Sales Prospecting",NA,"USD",35000,"7/21/2021","8/18/2022",302,NA,101,0,"","","Sales","2021"
"CAE - NA Central",1,"United States","Snowflake","","8 - Closed Won","Snowflake on GCP Opportunity","PayGo","Consulting Partner",0,"USD",10000,"9/14/2021","10/29/2021",45,28,101,1,"9/28/2021","","Partner","2021"
"EAE - NA East",0,"United States","Databricks","","7 - Closed Lost","New Logo","","Event",NA,"USD",35000,"11/4/2021","4/4/2022",151,NA,45,0,"","Unable to contact","Outbound SDR","2021"
"Other",0,"United States","Snowflake","AWS","7 - Closed Lost","New Logo","","Sales Prospecting",NA,"",NA,"11/23/2021","5/11/2022",169,NA,8,0,"","Org Structure Changes","Outbound SDR","2021"
"EAE - NA Central",0,"Canada","Snowflake","AWS","7 - Closed Lost","New Logo","","Sales Prospecting",NA,"USD",23000,"1/26/2022","3/3/2022",36,NA,77,0,"","Timing","Outbound SDR","2022"
"EAE - RoW EMEA/APAC",1,"Germany","Snowflake","","7 - Closed Lost","New Logo","","Consulting Partner",NA,"",NA,"3/24/2021","2/9/2022",322,NA,99,0,"","Timing","Partner","2021"
"EAE - RoW UK",0,"United Kingdom","Synapse","","7 - Closed Lost","Synapse Opportunity","","Event",NA,"USD",50000,"1/6/2021","5/13/2021",127,NA,101,0,"","Unable to contact","Inbound SDR/Marketing","2021"
"CAE - RoW",0,"Australia","Synapse","Azure","7 - Closed Lost","Synapse Opportunity","","Paid",NA,"USD",10000,"5/19/2021","6/21/2021",33,NA,101,1,"5/18/2021","Lost Champion","Inbound SDR/Marketing","2021"
"EAE - NA East",0,"United States","Snowflake","AWS","1 - Identified","New Logo","","Sales Prospecting",NA,"USD",40000,"10/27/2021","8/31/2022",204,NA,101,0,"","","Outbound SDR","2021"
"CAE - NA Central",1,"United States","Snowflake","AWS","7 - Closed Lost","New Logo","PayGo","Consulting Partner",NA,"USD",10000,"11/22/2021","4/5/2022",134,NA,44,0,"","Decided to use Partner","Partner","2021"
"CAE - RoW",0,"New Zealand","Snowflake","AWS","5 - Legal/Procurement","New Logo","Contract","Drift",NA,"USD",25000,"1/12/2022","5/31/2022",127,NA,85,0,"","","Outbound SDR","2022"
"",0,"United States","Databricks","","7 - Closed Lost","Databricks Opportunity","","Organic",NA,"USD",15700,"3/25/2021","6/15/2021",82,74,101,1,"3/31/2021","Staying with Incumbent Solution","Inbound SDR/Marketing","2021"
"CAE - RoW",1,"United Kingdom","Snowflake","Azure","8 - Closed Won","New Logo","Contract","Organic",10004,"USD",10003.92,"9/23/2021","2/23/2022",153,20,85,1,"2/23/2022","","Inbound SDR/Marketing","2021"
"EAE - NA West",1,"United States","Snowflake","","7 - Closed Lost","Snowflake on AWS Opportunity","","Consulting Partner",NA,"USD",23000,"6/4/2021","10/19/2021",137,NA,101,0,"","Staying with Incumbent Solution","Partner","2021"
"CAE - RoW",0,"Australia","Snowflake","AWS","7 - Closed Lost","New Logo","","Sales Prospecting",NA,"USD",10000,"11/12/2021","3/7/2022",115,NA,73,0,"","Lost Champion","Sales","2021"
"EAE - RoW EMEA/APAC",1,"Netherlands","Snowflake","Azure","8 - Closed Won","New Logo","PayGo","Consulting Partner",860,"USD",30000,"10/21/2021","4/26/2022",187,33,23,1,"11/19/2021","","Partner","2021"
"EAE - NA West",0,"United States","BigQuery","GCP","1 - Identified","Expansion","Contract","Sales Prospecting",NA,"USD",30000,"1/27/2022","8/26/2022",112,NA,101,0,"","","Sales","2022"
"CAE - RoW",0,"Norway","","","8 - Closed Won","Redshift Opportunity","PayGo","Organic",40176,"USD",10000,"9/21/2021","12/31/2021",101,30,101,1,"10/8/2021","","Inbound SDR/Marketing","2021"
"EAE - NA Central",0,"United States","","","8 - Closed Won","Snowflake on AWS Opportunity","Contract","Sales Prospecting",71656,"USD",57629.88,"8/27/2021","12/16/2021",111,NA,101,1,"12/16/2021","","Sales","2021"
"EAE - NA Central",0,"United States","Snowflake","Azure","7 - Closed Lost","New Logo","Contract","Paid",NA,"USD",23300,"11/12/2021","5/10/2022",179,NA,9,0,"","Timing","Inbound SDR/Marketing","2021"
"EAE - RoW UK",1,"United Kingdom","Snowflake","Azure","7 - Closed Lost","New Logo","","Consulting Partner",NA,"USD",50000,"12/8/2021","3/29/2022",111,NA,51,0,"","Change in Project Scope","Partner","2021"
"EAE - RoW EMEA/APAC",0,"Australia","","","1 - Identified","New Logo","","Paid",NA,"USD",30000,"2/1/2022","12/30/2022",107,NA,101,0,"","","Inbound SDR/Marketing","2022"
"EAE - NA East",0,"United States","","","7 - Closed Lost","Synapse Opportunity","","Paid",NA,"USD",30000,"9/24/2021","10/21/2021",27,NA,101,0,"","Lost Champion","Inbound SDR/Marketing","2021"
"CAE - NA Northwest",1,"United States","BigQuery","","7 - Closed Lost","Unspecified Opportunity","","Consulting Partner",NA,"USD",10000,"10/20/2021","11/15/2021",26,NA,101,0,"","Timing","Partner","2021"
"CAE - NA Central",0,"United States","BigQuery","","7 - Closed Lost","BigQuery Opportunity","","Organic",NA,"USD",10000,"12/16/2021","1/31/2022",46,NA,101,0,"","Unable to contact","Inbound SDR/Marketing","2021"
"EAE - NA Central",0,"United States","Evaluating CDP","Azure","1 - Identified","New Logo","","Paid",NA,"USD",23000,"2/9/2022","8/29/2022",99,NA,85,0,"","","Inbound SDR/Marketing","2022"
"EAE - NA West",1,"United States","Snowflake","","7 - Closed Lost","Unspecified Opportunity","","Consulting Partner",NA,"",NA,"3/24/2021","6/28/2021",96,NA,101,0,"","Unable to contact","Partner","2021"
"EAE - RoW UK",0,"United Kingdom","","","7 - Closed Lost","Snowflake on AWS Opportunity","","Sales Prospecting",NA,"USD",25000,"1/7/2021","9/6/2021",242,NA,101,0,"","Unable to contact","Sales","2021"
"EAE - NA West",1,"United States","Snowflake","","7 - Closed Lost","Unspecified Opportunity","","Consulting Partner",NA,"",NA,"8/4/2021","2/1/2022",181,NA,101,0,"","Lost Champion","Partner","2021"
"EAE - NA West",1,"United States","Snowflake","AWS","1 - Identified","New Logo","","Sales Prospecting",NA,"USD",35000,"10/27/2021","10/31/2022",204,NA,101,0,"","","Outbound SDR","2021"
"EAE - RoW UK",0,"United Kingdom","","","7 - Closed Lost","New Logo","","Sales Prospecting",NA,"",NA,"10/26/2021","3/29/2022",154,NA,51,0,"","Budget","Sales","2021"
"EAE - NA East",0,"United States","Snowflake","AWS","1 - Identified","New Logo","","Sales Prospecting",NA,"USD",51000,"2/9/2022","7/11/2022",99,NA,65,0,"","","Outbound SDR","2022"
"EAE - RoW EMEA/APAC",1,"Spain","","","7 - Closed Lost","Snowflake on Azure Opportunity","","Sales Prospecting",NA,"",NA,"3/26/2021","9/27/2021",185,NA,101,0,"","Lost to Competitor","Sales","2021"
"EAE - RoW EMEA/APAC",0,"Singapore","","","7 - Closed Lost","Snowflake on Azure Opportunity","","Sales Prospecting",NA,"",NA,"7/22/2021","10/25/2021",95,NA,101,0,"","Duplicate","Sales","2021"
"EAE - NA Central",0,"United States","Snowflake","AWS","3 - Champion Confirmed","Expansion","Contract","Paid",440820,"USD",20000,"8/12/2021","8/30/2022",280,17,101,1,"9/14/2021","","Inbound SDR/Marketing","2021"
"CAE - RoW",0,"Australia","Synapse","","7 - Closed Lost","Synapse Opportunity","","Organic",NA,"USD",10000,"10/21/2021","12/22/2021",62,NA,101,0,"","Missing Features","Inbound SDR/Marketing","2021"
"EAE - NA West",1,"United States","Snowflake","AWS","7 - Closed Lost","New Logo","","Organic",NA,"USD",40000,"10/25/2021","4/26/2022",183,NA,23,1,"12/11/2021","Budget","Inbound SDR/Marketing","2021"
"Other",0,"United States","Snowflake","","7 - Closed Lost","Unspecified Opportunity","","Event",NA,"",NA,"2/25/2022","4/27/2022",61,NA,22,0,"","Lost Champion","Inbound SDR/Marketing","2022"
"EAE - NA East",1,"United States","Redshift","","7 - Closed Lost","Redshift Opportunity","","Consulting Partner",NA,"",NA,"5/12/2021","9/7/2021",118,NA,101,0,"","Change in Project Scope","Partner","2021"
"",0,"United States","BigQuery","","7 - Closed Lost","Unspecified Opportunity","","Organic",NA,"",NA,"1/19/2021","2/25/2021",37,NA,101,0,"","Unable to contact","Inbound SDR/Marketing","2021"
"EAE - RoW EMEA/APAC",1,"France","Snowflake","","1 - Identified","New Logo","","Consulting Partner",NA,"USD",3e+05,"9/10/2021","12/30/2022",251,NA,101,0,"","","Partner","2021"
"CAE - NA Southeast",0,"United States","Snowflake","AWS","7 - Closed Lost","New Logo","","Paid",NA,"USD",20000,"10/12/2021","4/12/2022",182,NA,37,0,"","Timing","Inbound SDR/Marketing","2021"
"EAE - NA Central",1,"Canada","Snowflake","Azure","7 - Closed Lost","New Logo","Contract","Consulting Partner",NA,"USD",53000,"12/7/2021","2/17/2022",72,NA,91,0,"","Missing Features","Partner","2021"
"EAE - RoW EMEA/APAC",0,"Finland","Databricks","","1 - Identified","New Logo","","Sales Prospecting",NA,"USD",30000,"2/2/2022","5/31/2022",106,NA,101,0,"","","Outbound SDR","2022"
"",1,"United States","BigQuery","","8 - Closed Won","BigQuery Opportunity","PayGo","Consulting Partner",0,"USD",10000,"3/24/2021","5/31/2021",68,1,101,1,"5/6/2021","","Partner","2021"
"EAE - RoW EMEA/APAC",0,"Italy","Other","","7 - Closed Lost","Unspecified Opportunity","","Paid",NA,"",NA,"1/18/2021","4/10/2021",82,NA,101,0,"","Change in Project Scope","Inbound SDR/Marketing","2021"
"CAE - NA Southeast",1,"United States","Snowflake","","7 - Closed Lost","Snowflake on Azure Opportunity","","Consulting Partner",NA,"USD",15000,"9/30/2021","11/16/2021",47,NA,101,0,"","Unable to contact","Partner","2021"
"EAE - NA East",0,"United States","","","7 - Closed Lost","Redshift Opportunity","","Sales Prospecting",NA,"USD",35000,"10/28/2021","12/15/2021",48,NA,101,0,"","Timing","Outbound SDR","2021"
"EAE - RoW UK",1,"Israel","Snowflake","AWS","7 - Closed Lost","New Logo","","Consulting Partner",NA,"USD",50000,"11/22/2021","4/5/2022",134,NA,44,0,"","Staying with Incumbent Solution","Partner","2021"
"EAE - RoW UK",0,"United Kingdom","Synapse","","7 - Closed Lost","New Logo","","Sales Prospecting",NA,"",NA,"2/4/2022","3/17/2022",41,NA,63,0,"","Budget","Sales","2022"
"Other",0,"United States","Snowflake","","7 - Closed Lost","Snowflake on AWS Opportunity","","Marketplace",NA,"",NA,"3/25/2021","4/26/2021",32,NA,101,0,"","Org Structure Changes","Inbound SDR/Marketing","2021"
"CAE - North America",0,"United States","Snowflake","","7 - Closed Lost","Snowflake on AWS Opportunity","","Sales Prospecting",NA,"USD",15700,"2/8/2021","7/8/2021",150,NA,101,0,"","Unable to contact","Inbound SDR/Marketing","2021"
"EAE - NA West",0,"United States","Snowflake","","7 - Closed Lost","Snowflake on Azure Opportunity","Contract","Organic",NA,"USD",35000,"8/6/2021","10/7/2021",62,56,101,0,"","Lost to Competitor","Inbound SDR/Marketing","2021"
"EAE - NA East",1,"United States","Snowflake","AWS","7 - Closed Lost","New Logo","","Consulting Partner",NA,"USD",30000,"3/24/2022","5/11/2022",48,NA,8,0,"","Unable to contact","Partner","2022"
"EAE - RoW EMEA/APAC",0,"Netherlands","","","8 - Closed Won","Consultancy Opportunity","Contract","Sales Prospecting",NA,"USD",6600,"11/11/2021","11/11/2021",0,NA,101,0,"","","Sales","2021"
"CAE - RoW",0,"Sweden","Snowflake","Azure","7 - Closed Lost","New Logo","PayGo","Sales Prospecting",NA,"USD",38000,"1/25/2022","4/29/2022",94,NA,20,0,"","Staying with Incumbent Solution","Sales","2022"
"CAE - RoW",0,"United Kingdom","","","7 - Closed Lost","BigQuery Opportunity","","Techno-company Data Loader",0,"USD",15700,"3/25/2021","5/13/2021",49,NA,101,1,"5/9/2021","Lost to Competitor","Inbound SDR/Marketing","2021"
"EAE - NA West",0,"United States","","","7 - Closed Lost","Redshift Opportunity","","Website",NA,"",NA,"2/2/2021","2/3/2021",1,NA,101,0,"","Duplicate","Sales","2021"
"EAE - NA East",0,"United States","","","7 - Closed Lost","Snowflake on Azure Opportunity","","Paid",NA,"",NA,"7/30/2021","12/17/2021",140,NA,101,0,"","Lost to Competitor","Inbound SDR/Marketing","2021"
"CAE - NA Northwest",1,"United States","Redshift","","7 - Closed Lost","New Logo","Contract","Sales Prospecting",NA,"USD",10000,"11/5/2021","3/9/2022",124,NA,71,0,"","Change in Project Scope","Sales","2021"
"EAE - RoW UK",0,"United States","","","7 - Closed Lost","Unspecified Opportunity","","Sales Prospecting",NA,"USD",50000,"11/19/2021","1/5/2022",47,NA,101,0,"","Missing Features","Sales","2021"
"EAE - RoW UK",0,"United Kingdom","BigQuery","GCP","1 - Identified","New Logo","","Sales Prospecting",NA,"USD",35000,"2/14/2022","1/27/2023",94,NA,85,0,"","","Outbound SDR","2022"
"EAE - RoW EMEA/APAC",1,"Germany","Databricks","","7 - Closed Lost","New Logo","","Consulting Partner",NA,"",NA,"10/4/2021","2/9/2022",128,NA,99,0,"","Timing","Partner","2021"
"EAE - NA West",0,"United States","","","7 - Closed Lost","Snowflake on AWS Opportunity","Contract","Sales Prospecting",NA,"USD",30000,"5/19/2021","1/31/2022",257,NA,101,1,"9/7/2021","Change in Project Scope","Sales","2021"
"EAE - NA West",0,"United States","Synapse","","7 - Closed Lost","Databricks Opportunity","","Sales Prospecting",NA,"USD",20000,"10/22/2021","12/31/2021",70,NA,101,0,"","Unable to contact","Outbound SDR","2021"
"EAE - NA East",0,"United States","Snowflake","AWS","1 - Identified","New Logo","","Sales Prospecting",NA,"USD",51000,"10/29/2021","1/9/2023",202,NA,101,0,"","","Sales","2021"
"EAE - RoW EMEA/APAC",0,"Australia","Snowflake","Azure","7 - Closed Lost","New Logo","","Paid",NA,"USD",50000,"1/25/2022","2/15/2022",20,NA,93,0,"","Cost","Inbound SDR/Marketing","2022"
"CAE - RoW",0,"Switzerland","Redshift","AWS","8 - Closed Won","Expansion","PayGo","Incoming Call/Email",36617,"USD",4555.2,"3/9/2022","4/27/2022",49,NA,22,0,"","","Sales","2022"
"Other",1,"Guatemala","Snowflake","","1 - Identified","New Logo","","Consulting Partner",NA,"",NA,"11/19/2021","6/30/2022",181,NA,101,0,"","","Partner","2021"
"EAE - NA Central",0,"United States","","","7 - Closed Lost","Unspecified Opportunity","","Sales Prospecting",NA,"",NA,"10/25/2021","11/22/2021",28,NA,101,0,"","Budget","Outbound SDR","2021"
"CAE - RoW",0,"United States","","","8 - Closed Won","BigQuery Opportunity","PayGo","Techno-company Data Loader",0,"USD",15700,"1/29/2021","4/13/2021",74,0,101,1,"8/16/2021","","Inbound SDR/Marketing","2021"
